"tartaric_acid","acetic_acid","citric_acid","residual_sugar","sodium_chloride","total_sulfur_dioxide","density","potassium_sulphate","alcohol","quality"
7.8,0.29,0.29,3.15,0.044,117,0.99153,0.35,11.5,5
8.3,0.3,0.36,10,0.042,169,0.9982,0.51,9.3,6
6,0.2,0.26,6.8,0.049,93,0.9928,0.42,11,6
6.6,0.25,0.51,8,0.047,189,0.99604,0.49,9.2,5
8.4,0.2,0.38,11.8,0.055,170,1.0004,0.82,8.9,6
6.3,0.27,0.23,2.9,0.047,100,0.9936,0.43,9.8,5
6.1,0.46,0.32,6.2,0.053,94,0.99537,0.47,10.1,5
7.3,0.25,0.36,2.1,0.034,177,0.99085,0.4,11.9,8
6.2,0.34,0.3,11.1,0.047,237,0.9981,0.49,8.7,5
7,0.25,0.45,2.3,0.045,118,0.99064,0.48,11.9,7
6.2,0.27,0.32,6.3,0.048,159,0.99282,0.6,11,6
6.6,0.27,0.33,1.4,0.042,183,0.99215,0.46,10.7,5
6.8,0.22,0.31,1.4,0.053,114,0.9929,0.77,10.6,6
7.6,0.31,0.29,10.5,0.04,145,0.9966,0.35,9.4,5
5.3,0.32,0.12,6.6,0.043,141,0.9937,0.6,10.4,6
6.8,0.32,0.34,1.2,0.044,67,0.9919,0.47,10.6,4
7,0.25,0.32,9,0.046,245,0.9955,0.5,10.4,6
6.2,0.3,0.31,1.2,0.048,125,0.98999,0.54,12.6,6
7.1,0.18,0.26,1.3,0.041,71,0.9926,0.74,9.9,6
8.4,0.17,0.31,6.7,0.038,132,0.9945,0.32,10.6,7
8.1,0.27,0.41,1.45,0.033,63,0.9908,0.56,12,5
7.1,0.39,0.3,9.9,0.037,124,0.99414,0.42,10.9,6
6.9,0.38,0.29,13.65,0.048,189,0.99784,0.6,9.5,6
6.2,0.53,0.02,0.9,0.035,81,0.99234,0.35,9.5,4
6.7,0.25,0.31,1.35,0.061,218,0.99388,0.53,9.5,5
7.6,0.17,0.27,4.6,0.05,98,0.99422,0.47,9.5,6
8,0.14,0.49,1.5,0.035,120,0.9928,0.4,10.6,7
7.4,0.28,0.36,1.1,0.028,105,0.9893,0.39,12.4,7
6.8,0.18,0.46,1.4,0.064,160,0.9924,0.45,11.1,5
6.6,0.25,0.31,12.4,0.059,181,0.9984,0.47,9.8,6
6.8,0.27,0.37,8.2,0.055,192,0.99586,0.52,9.5,6
6.8,0.18,0.37,1.5,0.027,93,0.992,0.45,10.8,6
6.6,0.36,0.21,1.5,0.049,184,0.9928,0.41,9.9,6
6.2,0.16,0.34,1.7,0.038,153,0.9909,0.86,12,7
7.1,0.12,0.3,3.1,0.018,37,0.99004,0.52,11.9,7
7.5,0.22,0.32,2.4,0.045,100,0.99135,0.6,11.3,7
7,0.39,0.21,10.7,0.098,91,0.99657,0.47,9.3,5
11.8,0.23,0.38,11.1,0.034,123,0.9997,0.55,9.7,3
6.7,0.16,0.34,1.6,0.026,109,0.9934,0.58,10.1,6
3.9,0.225,0.4,4.2,0.03,118,0.989,0.36,12.8,8
6.7,0.3,0.35,1.4,0.18,160,0.9937,0.54,9.4,6
7.1,0.28,0.35,3.5,0.028,91,0.99022,0.33,12.1,5
6.6,0.64,0.28,4.4,0.032,78,0.99036,0.62,12.9,6
7.6,0.3,0.22,10.2,0.049,191,0.9966,0.4,9.3,6
6.1,0.6,0.12,1.8,0.05,76,0.99268,0.48,10.4,4
6.5,0.16,0.34,1.4,0.029,133,0.99108,0.64,11.5,7
5.5,0.32,0.45,4.9,0.028,191,0.9922,0.49,11.5,7
6.3,0.27,0.51,7.6,0.049,200,0.99548,0.54,9.4,4
6.1,0.24,0.26,1.7,0.033,134,0.9903,0.81,11.9,7
5.7,0.22,0.22,16.65,0.044,110,0.99855,0.48,9,6
6.8,0.52,0.32,13.2,0.044,221,0.9972,0.5,9.6,6
6.2,0.38,0.42,2.5,0.038,117,0.99132,0.59,11.6,7
6.5,0.18,0.29,1.7,0.035,144,0.9927,0.5,10.5,6
6.7,0.22,0.37,1.6,0.028,102,0.9913,0.59,11.6,7
6.8,0.17,0.36,1.4,0.036,108,0.99006,0.66,12,6
6.8,0.27,0.28,13.3,0.076,163,0.9979,0.38,8.6,6
7.3,0.19,0.27,13.9,0.057,155,0.99807,0.41,8.8,8
6.7,0.5,0.63,13.4,0.078,238,0.9988,0.44,9.2,5
6.3,0.27,0.46,11.1,0.053,177,0.99691,0.67,9.4,5
7.8,0.22,0.36,1.4,0.056,153,0.993,0.53,10.4,6
6.2,0.44,0.18,7.7,0.096,210,0.99771,0.72,9.2,5
8,0.24,0.3,17.45,0.056,184,0.9997,0.5,9.2,6
6.7,0.17,0.5,2.1,0.043,122,0.9923,0.45,10.3,6
6.5,0.21,0.28,1.4,0.046,66,0.99199,0.48,11.1,6
7.1,0.27,0.28,1.25,0.023,89,0.98993,0.3,11.4,4
6.4,0.21,0.34,16.05,0.04,142,0.99678,0.38,10.6,5
6.6,0.22,0.37,1.6,0.04,101,0.99009,0.66,12,5
8.3,0.16,0.37,7.9,0.025,107,0.99306,0.37,11.9,6
6.8,0.23,0.3,6.95,0.044,179,0.9946,0.56,10.6,6
7.2,0.21,0.34,11.9,0.043,213,0.9962,0.5,9.6,6
6.9,0.34,0.36,1.4,0.032,145,0.99214,0.52,9.8,5
6.1,0.28,0.27,8,0.048,162,0.99498,0.51,9.9,5
6.2,0.46,0.25,4.4,0.066,207,0.9939,0.52,9.8,5
7.7,0.39,0.49,7.7,0.036,110,0.9966,0.76,10,6
7,0.53,0.02,1,0.036,107,0.993,0.32,9,5
7.2,0.25,0.28,14.4,0.055,205,0.9986,0.38,9,7
6.8,0.11,0.27,8.6,0.044,104,0.99454,0.37,9.9,6
6.8,0.26,0.24,7.8,0.052,214,0.9961,0.47,8.9,5
6.6,0.16,0.35,1.8,0.042,105,0.98962,0.75,12.4,7
6.8,0.18,0.21,5.4,0.053,104,0.99445,0.43,9.4,5
6.4,0.29,0.18,15,0.04,116,0.99736,0.5,9.2,5
6,0.43,0.34,7.6,0.045,118,0.99222,0.37,11,6
6.6,0.34,0.2,1,0.053,112,0.99336,0.55,9.1,5
6.4,0.18,0.48,18,0.054,183,1.00038,0.61,8.5,6
7.7,0.43,1,19.95,0.032,164,0.99742,0.5,12,6
6.8,0.26,0.33,1.5,0.047,167,0.9928,0.44,10.5,6
6.5,0.28,0.28,8.5,0.047,210,0.9962,0.54,8.9,4
6.6,0.13,0.29,13.9,0.056,95,0.99702,0.39,9.4,6
8.4,0.19,0.42,1.6,0.047,101,0.994,0.65,11.1,4
6,0.32,0.12,5.9,0.041,190,0.9944,0.72,10,5
6.4,0.68,0.26,3.4,0.069,146,0.99347,0.4,9.3,5
7.1,0.21,0.33,1.2,0.039,97,0.99112,0.75,11.2,6
8.3,0.16,0.37,7.9,0.025,107,0.99306,0.37,11.9,6
7.4,0.36,0.33,1.4,0.025,55,0.9915,0.33,11.2,6
6.4,0.14,0.31,1.2,0.034,138,0.99084,0.35,11.5,7
6.7,0.24,0.39,2.9,0.173,157,0.9937,0.34,9.4,6
6.3,0.16,0.22,1.3,0.046,66,0.99307,0.55,10.3,6
6.7,0.26,0.26,4.1,0.073,202,0.9956,0.67,9.5,5
6.9,0.19,0.33,1.6,0.043,149,0.9925,0.52,10.8,5
6.3,0.27,0.18,7.7,0.048,186,0.9962,0.47,9,5
6.7,0.24,0.3,3.85,0.042,179,0.99189,0.59,11.3,8
8,0.27,0.57,10.4,0.053,134,0.99732,0.68,9,5
7.7,0.28,0.29,4.3,0.051,142,0.9939,0.39,10.2,5
6.6,0.18,0.35,1.5,0.049,141,0.9934,0.85,10.2,7
6.7,0.3,0.29,2.8,0.025,107,0.99159,0.63,11.3,7
6.5,0.23,0.36,16.3,0.038,133,0.99924,0.41,8.8,5
5.1,0.35,0.26,6.8,0.034,120,0.99188,0.4,11.5,6
6.9,0.25,0.3,4.1,0.054,116,0.994,0.38,9.4,6
7.1,0.36,0.37,4.8,0.019,114,0.99036,0.49,12.7,7
7.4,0.27,0.31,2.4,0.014,143,0.99094,0.65,12,4
6.2,0.29,0.23,12.4,0.048,201,0.99612,0.56,9.9,6
6.2,0.36,0.45,10.4,0.06,184,0.99711,0.56,9.8,6
8,0.23,0.28,2.7,0.048,165,0.9952,0.72,9.5,6
6.6,0.24,0.28,1.8,0.028,132,0.99182,0.46,11.4,5
8.3,0.26,0.31,2,0.029,141,0.99077,0.77,12.2,6
6.2,0.25,0.44,15.8,0.057,167,0.99804,0.51,9.2,5
7.4,0.23,0.25,1.4,0.049,141,0.9934,0.54,10.2,7
6.7,0.23,0.39,2.5,0.172,158,0.9937,0.36,9.4,6
6,0.27,0.3,14.7,0.044,144,0.99666,0.53,10.3,6
6.8,0.21,0.36,18.1,0.046,133,1,0.48,8.8,5
6.9,0.36,0.35,8.6,0.038,125,0.9916,0.32,12.4,8
6,0.2,0.26,6.8,0.049,93,0.9928,0.42,11,6
5.7,0.12,0.26,5.5,0.034,99,0.99324,0.57,9.9,6
6.7,0.13,0.57,6.6,0.056,150,0.99548,0.43,9.4,6
7.4,0.2,0.31,1.6,0.038,116,0.9912,0.39,12,7
6.8,0.21,0.74,1.2,0.047,111,0.9916,0.41,10.7,6
8,0.29,0.49,11.7,0.035,131,0.9958,0.34,10.8,5
6.7,0.2,0.24,6.5,0.044,100,0.99348,0.33,10.2,6
6.6,0.42,0.33,2.8,0.034,85,0.99,0.51,13.4,6
6.4,0.23,0.35,4.6,0.039,147,0.99216,0.4,11,7
6.9,0.15,0.28,4.4,0.029,107,0.99347,0.46,10.4,8
8.4,0.2,0.31,2.8,0.054,89,0.99416,0.45,9.5,6
7.4,0.37,0.26,9.6,0.05,134,0.99608,0.46,10.4,5
5.7,0.18,0.22,4.2,0.042,111,0.994,0.39,9.4,5
7.4,0.24,0.36,2,0.031,139,0.99055,0.48,12.5,9
6.8,0.25,0.27,10.7,0.076,154,0.9967,0.38,9,5
6.1,0.32,0.24,1.5,0.036,124,0.9898,0.42,12.4,7
5.9,0.24,0.12,1.4,0.035,247,0.99358,0.44,9.6,6
6.4,0.16,0.31,5.3,0.043,157,0.99455,0.47,10.5,5
6.2,0.23,0.23,1.2,0.018,128,0.99178,0.28,10.6,5
6.5,0.18,0.26,1.4,0.041,141,0.9941,0.72,9.5,6
6.8,0.27,0.22,17.8,0.034,116,0.9989,0.53,9.2,5
6.6,0.25,0.36,8.1,0.045,180,0.9958,0.42,9.2,5
7.9,0.34,0.44,6.5,0.027,126,0.99124,0.37,12.5,6
7.6,0.36,0.49,11.3,0.046,221,0.9984,0.43,9.2,5
5.1,0.33,0.22,1.6,0.027,89,0.9893,0.38,12.5,7
6.8,0.18,0.28,9.8,0.039,113,0.99406,0.45,10.9,7
7.2,0.27,0.74,12.5,0.037,156,0.9981,0.44,8.7,5
8.8,0.39,0.34,5.9,0.055,128,0.9927,0.51,11.8,6
7.4,0.4,0.29,5.4,0.044,122,0.994,0.5,11.1,8
7.2,0.19,0.46,3.8,0.041,187,0.9932,0.6,11.2,7
6.5,0.18,0.41,14.2,0.039,129,0.99678,0.72,10.3,7
6.9,0.19,0.35,6.9,0.045,125,0.9933,0.44,10.7,7
7.1,0.23,0.39,1.6,0.032,65,0.9898,0.4,12.7,7
6.9,0.615,0.42,12,0.067,131,0.99727,0.34,9.3,5
6.1,0.32,0.33,10.7,0.036,98,0.99521,0.52,10.2,6
4.2,0.17,0.36,1.8,0.029,161,0.98999,0.89,12,7
6.4,0.28,0.36,1.3,0.053,186,0.99211,0.45,10.8,5
6.8,0.24,0.38,8.3,0.045,185,0.99578,0.5,9.5,6
7.2,0.18,0.45,4.4,0.046,166,0.9943,0.62,11.2,6
7.3,0.32,0.29,1.5,0.038,144,0.99296,0.55,10.8,5
8.1,0.3,0.31,1.1,0.041,123,0.9914,0.45,11.1,6
5.2,0.365,0.08,13.5,0.041,142,0.997,0.39,9.9,6
7.3,0.32,0.35,1.4,0.05,163,0.99244,0.42,10.7,5
7.5,0.28,0.33,7.7,0.048,180,0.9974,0.59,10.1,6
5.7,0.22,0.25,1.1,0.05,175,0.99099,0.62,11.1,6
6,0.26,0.5,2.2,0.048,153,0.9928,0.61,9.8,5
6.2,0.15,0.27,1.4,0.041,117,0.9909,0.38,11.2,6
6.8,0.21,0.27,18.15,0.042,146,1.0001,0.36,8.7,5
6.7,0.2,0.3,1.4,0.025,76,0.99104,0.44,11,6
6,0.26,0.32,3.8,0.029,180,0.99011,0.34,12,6
6.5,0.26,0.43,8.9,0.083,171,0.9965,0.5,9,5
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
7.4,0.27,0.52,15.7,0.054,139,0.99788,0.62,10.0333333333333,6
6.4,0.12,0.49,6.4,0.042,161,0.9945,0.44,10.4,6
7.4,0.19,0.49,6.7,0.037,110,0.9938,0.38,11,7
5.9,0.36,0.04,5.7,0.046,87,0.9934,0.51,10.2,5
6.3,0.17,0.42,2.8,0.028,107,0.9908,0.43,11.8,6
6.7,0.35,0.48,8.8,0.056,167,0.99628,0.47,9.4,5
6.8,0.31,0.19,3.5,0.086,130,0.993,0.44,9.6,5
6.8,0.25,0.37,3.1,0.026,93,0.99035,0.45,12.2,6
7.3,0.41,0.24,6.8,0.057,163,0.9949,0.41,9.9,6
5.8,0.15,0.28,0.8,0.037,127,0.99198,0.51,9.3,5
6.4,0.29,0.28,11.1,0.063,169,0.9973,0.57,9,5
7.2,0.4,0.24,8.5,0.055,151,0.99626,0.52,9.2,5
8.1,0.3,0.49,8.1,0.037,174,0.9943,0.3,11.2,7
6.4,0.29,0.18,15,0.04,116,0.99736,0.5,9.2,5
6.9,0.28,0.24,2.1,0.034,121,0.98882,0.43,13.2,7
7.6,0.28,0.39,1.9,0.052,116,0.9941,0.4,10.4,6
7.1,0.32,0.3,9.9,0.041,192,0.99642,0.49,10.2,6
6.4,0.33,0.28,1.1,0.038,110,0.9917,0.42,10.5,6
6,0.2,0.26,1.1,0.033,67,0.98954,0.38,11.5,6
6.7,0.19,0.23,6.2,0.047,117,0.9945,0.43,9.6,6
6.6,0.56,0.22,8.9,0.034,133,0.99675,0.51,9.1,5
6.7,0.26,0.3,1.8,0.043,121,0.9944,0.61,10.2,6
6.6,0.26,0.29,1.4,0.039,67,0.9915,0.49,10.9,6
6.5,0.28,0.34,4.6,0.054,130,0.99193,0.46,12,7
7.5,0.21,0.68,10.9,0.045,133,0.9978,0.36,8.7,5
6.6,0.21,0.34,5.6,0.046,140,0.99299,0.38,11,5
6.9,0.75,0.13,6.3,0.036,50,0.99312,0.25,11.1,4
6.9,0.46,0.2,0.9,0.054,126,0.992,0.42,10.4,6
7.6,0.4,0.27,5.2,0.03,101,0.99172,0.62,12.3,7
6.4,0.31,0.28,1.5,0.037,119,0.9919,0.51,10.4,7
7.8,0.22,0.26,9,0.047,132,0.997,0.53,10.2,6
6.4,0.31,0.28,1.5,0.037,119,0.9919,0.51,10.4,7
5,0.33,0.23,11.8,0.03,158,0.99322,0.64,11.8,6
6.8,0.2,0.59,0.9,0.147,132,0.993,0.38,9.1,6
6.9,0.25,0.24,1.8,0.053,121,0.993,0.7,11.4,5
7.1,0.37,0.67,10.5,0.045,155,0.9975,0.44,8.7,5
8,0.34,0.25,6.4,0.035,103,0.99148,0.23,12.2,6
6.8,0.3,0.29,6.2,0.025,95,0.99071,0.32,12.9,7
6.2,0.33,0.19,5.6,0.042,143,0.99425,0.63,9.9,5
6.5,0.26,0.34,1.4,0.04,184,0.99216,0.46,10.7,5
6.3,0.25,0.23,14.9,0.039,142,0.99705,0.35,9.7,6
6.4,0.24,0.25,20.2,0.083,157,0.99976,0.5,9.1,5
6.9,0.38,0.28,8.3,0.062,166,0.99506,0.72,10.6,5
6.4,0.22,0.32,7.2,0.028,83,0.993,0.55,10.9,8
7.9,0.16,0.74,17.85,0.037,187,0.9998,0.41,9.3,5
7,0.32,0.31,6.4,0.031,115,0.99235,0.58,12.2,7
6,0.38,0.26,3.5,0.035,111,0.98872,0.47,13.6,7
8.1,0.17,0.44,14.1,0.053,145,1.0006,0.75,8.8,8
6.8,0.32,0.21,2.2,0.044,68,0.9932,0.39,9.4,6
7.1,0.55,0.13,1.7,0.073,165,0.994,0.58,9.2,6
9.6,0.21,0.28,1.2,0.038,53,0.9926,0.46,10.6,5
6.8,0.29,0.22,3.4,0.035,122,0.99024,0.47,12.3,6
7.2,0.26,0.44,7.1,0.027,126,0.993,0.34,11.1,8
6.7,0.265,0.22,8.6,0.048,198,0.9955,0.41,10.2,5
8.3,0.21,0.58,17.1,0.049,213,1.0006,0.51,9.3,6
6.1,0.19,0.37,2.6,0.041,99,0.99153,0.5,10.9,6
6.8,0.33,0.3,2.1,0.047,147,0.9886,0.56,13.4,6
6.3,0.22,0.28,2.4,0.042,102,0.98998,0.37,11.6,7
7.5,0.22,0.33,6.7,0.036,138,0.9939,0.68,11.4,6
5.8,0.28,0.66,9.1,0.039,159,0.9965,0.55,10.8,5
6.4,0.26,0.21,8.2,0.05,182,0.99542,0.48,9.5,5
7,0.17,0.42,1,0.075,71,0.99103,0.62,11.4,6
7.6,0.31,0.24,1.8,0.037,150,0.9913,0.44,11.8,7
7.2,0.28,0.26,12.5,0.046,179,0.9975,0.52,9,6
5.8,0.26,0.24,9.2,0.044,152,0.9961,0.38,9.4,5
7,0.29,0.37,1.6,0.035,126,0.99058,0.47,12.3,6
7.7,0.27,0.35,5.3,0.03,117,0.992,0.42,12.2,6
6.8,0.25,0.27,10.7,0.076,154,0.9967,0.38,9,5
4.9,0.235,0.27,11.75,0.03,118,0.9954,0.5,9.4,6
5.9,0.15,0.31,5.8,0.041,155,0.9945,0.46,10.5,6
7.4,0.33,0.26,2.6,0.04,115,0.9913,0.52,11.8,7
6.9,0.33,0.26,5,0.027,143,0.9924,0.43,11.2,7
6.4,0.145,0.49,5.4,0.048,164,0.9946,0.44,10.8,6
8.2,0.37,0.36,1,0.034,93,0.9906,0.32,11.7,8
7.6,0.13,0.34,9.3,0.062,126,0.9966,0.39,9.6,5
6,0.39,0.13,1.2,0.042,172,0.99114,0.52,10.6,5
7.1,0.13,0.4,1.2,0.047,134,0.9932,0.97,9.8,7
6.9,0.4,0.3,10.6,0.033,87,0.99265,0.45,12.8,6
6.8,0.18,0.24,9.8,0.058,188,0.9952,0.51,10.6,6
6.2,0.37,0.3,6.6,0.346,200,0.9954,0.58,9.6,5
5.5,0.34,0.26,2.2,0.021,119,0.98919,0.49,13,8
6.8,0.25,0.34,14,0.032,133,0.9952,0.5,12.2,7
6.4,0.22,0.56,14.5,0.055,159,0.998,0.4,9.1,5
7.8,0.24,0.32,12.2,0.054,138,0.9984,0.54,8.8,5
7.6,0.23,0.29,8.6,0.053,146,0.9963,0.32,9.8,6
5.9,0.18,0.29,4.6,0.032,137,0.99159,0.38,11.3,6
7.5,0.24,0.31,13.1,0.05,180,0.99884,0.53,9.1,6
7.7,0.25,0.3,7.8,0.038,196,0.99555,0.5,10.1,5
6.5,0.34,0.36,11,0.052,247,0.9984,0.55,9.3,6
6.9,0.28,0.28,12.2,0.042,139,0.99522,0.56,10.4,6
8.2,0.15,0.48,2.7,0.052,190,0.995,0.45,10.9,7
6.3,0.19,0.29,5.5,0.042,189,0.99304,0.47,10.3,6
7,0.2,0.4,1.1,0.058,93,0.99322,0.38,9.2,6
7.3,0.25,0.41,1.8,0.037,165,0.9911,0.39,12.2,7
7,0.24,0.36,4.9,0.083,133,0.9942,0.37,10.8,6
7.6,0.21,0.6,2.1,0.046,165,0.9936,0.54,10.1,7
6.6,0.17,0.28,1.1,0.034,108,0.98939,0.52,11.9,7
5.9,0.37,0.1,1.6,0.057,128,0.9924,0.48,10.1,5
7.5,0.41,0.23,14.8,0.054,174,0.99898,0.49,9.7,5
6.6,0.23,0.3,14.9,0.051,118,0.99835,0.54,9,6
7.1,0.16,0.25,1.3,0.034,123,0.9915,0.55,11.4,6
5.6,0.49,0.13,4.5,0.039,116,0.9907,0.9,13.7,7
6.2,0.29,0.26,13.1,0.046,204,0.99745,0.41,9.6,6
8.5,0.15,0.49,1.5,0.031,122,0.9932,0.4,10.3,6
7,0.16,0.32,8.3,0.045,126,0.9958,0.34,9.2,5
9.3,0.31,0.49,1.3,0.042,147,0.9948,0.46,9.8,5
6.7,0.11,0.34,8.8,0.043,113,0.9962,0.4,9.3,7
6.2,0.25,0.21,15.55,0.039,159,0.9982,0.64,9.6,6
5.8,0.345,0.15,10.8,0.033,120,0.99494,0.49,10,6
7.5,0.32,0.24,4.6,0.053,134,0.9958,0.5,9.1,3
6.2,0.34,0.28,7.5,0.034,197,0.99485,0.6,9.7,5
7.1,0.23,0.3,2.6,0.034,148,0.99121,0.56,11.3,7
6.7,0.24,0.37,11.3,0.043,173,0.99632,0.53,9.9,6
7.1,0.32,0.29,4,0.038,170,0.99463,0.64,10.2,6
9.4,0.23,0.56,16.45,0.063,282,1.00098,0.51,9.3,5
6.8,0.19,0.4,9.85,0.055,103,0.99532,0.56,10.5,6
7,0.23,0.42,18.05,0.05,144,0.9999,0.42,8.8,5
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
6.8,0.23,0.32,8.6,0.046,159,0.99452,0.52,10.5,6
6.8,0.19,0.33,4.9,0.047,130,0.99283,0.56,11,6
6.4,0.125,0.36,1.4,0.044,68,0.99014,0.5,11.7,7
6.6,0.43,0.24,11.9,0.04,159,0.99622,0.54,9.8,6
7.2,0.23,0.82,1.3,0.149,109,0.99304,0.42,9.2,6
7,0.45,0.34,19.8,0.04,67,0.9976,0.38,11,6
7.4,0.18,0.29,1.4,0.042,101,0.99384,0.6,10.5,7
6.3,0.23,0.22,17.45,0.054,151,0.99853,0.6,9.3,6
7,0.25,0.33,2.1,0.021,76,0.99021,0.45,12.3,6
5.8,0.14,0.15,6.1,0.042,123,0.99362,0.6,9.9,6
8.3,0.22,0.34,1.1,0.043,116,0.9927,0.47,10.2,6
7.3,0.43,0.37,4.6,0.028,114,0.991,0.43,13.2,6
7.9,0.37,0.31,2.85,0.037,24,0.9911,0.36,11.9,6
7,0.15,0.28,14.7,0.051,149,0.99792,0.39,9,7
7,0.14,0.32,9,0.039,141,0.9956,0.43,9.4,6
5.9,0.32,0.28,4.7,0.039,94,0.98964,0.57,13.1,7
9.1,0.59,0.38,1.6,0.066,182,0.9968,0.38,8.5,3
6.4,0.25,0.32,11.3,0.038,192,0.99573,0.5,10.2,6
7.5,0.29,0.67,8.1,0.037,166,0.9966,0.41,8.9,6
7.6,0.14,0.74,1.6,0.04,103,0.9916,0.4,10.8,7
5.9,0.54,0,0.8,0.032,82,0.99286,0.36,8.8,5
6.6,0.36,0.52,10.1,0.05,140,0.99628,0.4,9.4,5
6.9,0.32,0.3,1.8,0.036,117,0.99269,0.48,11,6
9.8,0.25,0.74,10,0.056,225,0.9977,0.43,10,4
6.5,0.32,0.45,7.7,0.022,97,0.99134,0.7,12.7,7
6.7,0.24,0.29,14.9,0.053,136,0.99839,0.52,9,5
7.2,0.2,0.34,2.7,0.032,151,0.99,0.39,12.7,7
7,0.2,0.3,6.1,0.037,120,0.9939,0.51,10.8,5
7.1,0.28,0.19,7.8,0.04,184,0.99579,0.5,9.4,5
6.2,0.28,0.51,7.9,0.056,206,0.9956,0.52,9.4,5
7,0.48,0.12,4.5,0.05,86,0.99398,0.35,9,5
6.5,0.29,0.31,1.7,0.035,79,0.99053,0.69,11.4,7
6.2,0.32,0.32,2.2,0.036,70,0.9899,0.48,12.7,6
8,0.22,0.42,14.6,0.044,163,1.0003,0.69,8.6,7
7.3,0.49,0.32,5.2,0.043,104,0.9952,0.45,10.7,4
7.2,0.3,0.3,8.7,0.022,111,0.99576,0.61,10.6,5
7.1,0.31,0.25,11.2,0.048,136,0.99663,0.4,9.5,5
6,0.26,0.26,2.2,0.035,72,0.989465,0.48,12.15,6
7.5,0.34,0.24,3.85,0.031,34,0.99098,0.36,11.8,4
7.7,0.25,0.49,2.5,0.047,169,0.99252,0.57,10.6,6
5.6,0.29,0.05,0.8,0.038,30,0.9924,0.35,9.2,5
9.4,0.26,0.53,1.2,0.047,109,0.9921,0.28,12.5,6
6,0.21,0.34,2,0.042,123,0.99052,0.42,11.4,6
6,0.29,0.41,10.8,0.048,149,0.9937,0.59,10.9666666666667,7
5.8,0.4,0.42,4.4,0.047,245,0.9937,0.57,9.6,6
8.1,0.24,0.38,4.3,0.044,172,0.996,0.74,10.8,6
8.1,0.2,0.28,0.9,0.023,87,0.99062,0.36,11.1,6
5.5,0.16,0.31,1.2,0.026,68,0.9898,0.44,11.6333333333333,6
5.8,0.25,0.24,13.3,0.044,137,0.9972,0.42,9.5,5
6.2,0.21,0.27,1.7,0.038,150,0.9933,0.71,10.5,7
6.5,0.26,0.39,1.4,0.02,66,0.99089,0.75,11.3,7
6.5,0.46,0.31,5,0.027,72,0.99165,0.6,11.5,7
4.8,0.29,0.23,1.1,0.044,180,0.98924,0.34,11.9,6
6.8,0.3,0.33,12.8,0.041,168,0.99659,0.56,9.8,5
6.8,0.24,0.33,3.2,0.049,161,0.99324,0.69,10.2,6
6.8,0.37,0.51,11.8,0.044,163,0.9976,0.44,8.8,5
7.4,0.33,0.26,15.6,0.049,210,0.99907,0.68,9.5,5
8,0.22,0.42,14.6,0.044,163,1.0003,0.69,8.6,7
5.8,0.33,0.23,5,0.053,106,0.99458,0.52,9,5
6.8,0.21,0.42,1.2,0.045,126,0.99234,0.87,10.9,6
5.1,0.29,0.28,8.3,0.026,107,0.99308,0.37,11,6
6.6,0.17,0.28,1.8,0.042,178,0.99204,0.42,10.2,5
7.6,0.285,0.32,14.6,0.063,201,0.998,0.45,9.2,5
6.7,0.11,0.26,14.8,0.053,95,0.99676,0.35,9.8,6
6.3,0.22,0.34,1.2,0.036,96,0.98961,0.74,11.6,6
6,0.28,0.52,6.2,0.028,104,0.99161,0.51,11.8,7
7.2,0.2,0.3,2,0.039,188,0.9911,0.41,12,6
6.9,0.26,0.27,4.2,0.031,80,0.99089,0.39,11.5,6
7.1,0.29,0.34,7.8,0.036,128,0.99397,0.4,10.7,6
6,0.28,0.25,1.8,0.042,108,0.9929,0.55,9,5
6.1,0.28,0.22,1.8,0.034,116,0.9898,0.44,12.6,6
7.1,0.53,0.24,0.8,0.029,86,0.993,0.32,9.1,4
8,0.24,0.33,1.2,0.044,101,0.99035,0.43,12.5,6
7,0.12,0.29,10.3,0.039,98,0.99564,0.38,9.8,8
9.7,0.24,0.45,1.2,0.033,59,0.9926,0.47,10.8,6
6.1,0.2,0.34,9.5,0.041,201,0.995,0.44,10.1,3
5.6,0.245,0.32,1.1,0.047,152,0.9927,0.42,9.3,6
7.6,0.31,0.23,12.7,0.054,139,0.99836,0.5,9.7,4
5.1,0.35,0.26,6.8,0.034,120,0.99188,0.4,11.5,6
7,0.16,0.36,2.6,0.029,98,0.99126,0.37,11.2,7
7.6,0.345,0.26,1.9,0.043,134,0.9936,0.38,9.5,5
7,0.21,0.42,5.3,0.037,123,0.99321,0.52,10.9,6
6.8,0.35,0.44,6.5,0.056,161,0.9952,0.44,9.5,5
7.8,0.26,0.49,3.1,0.045,116,0.9931,0.35,10.3,5
6.5,0.38,0.53,1.4,0.142,69,0.9926,0.52,10.1,4
7.7,0.34,0.58,11.1,0.039,151,0.9978,0.49,8.6,5
7.8,0.23,0.28,4.75,0.042,166,0.9928,0.4,11.5,5
6,0.18,0.27,1.5,0.089,143,0.9923,0.62,10.8,6
7.1,0.26,0.34,14.4,0.067,189,0.9986,0.53,9.1,7
7.8,0.32,0.33,2.4,0.037,101,0.9912,0.65,11.7,7
8.1,0.31,0.36,8.2,0.028,142,0.9925,0.34,13,7
7.4,0.25,0.37,6.9,0.02,93,0.9939,0.48,10.7,7
