"","Order","PID","MS.SubClass","MS.Zoning","Lot.Frontage","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Exterior.2nd","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Bsmt.Cond","Bsmt.Exposure","BsmtFin.Type.1","BsmtFin.SF.1","BsmtFin.Type.2","BsmtFin.SF.2","Bsmt.Unf.SF","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Yr.Blt","Garage.Finish","Garage.Cars","Garage.Area","Garage.Qual","Garage.Cond","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"1205",1205,534276190,20,"RL",74,7785,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1014,0,0,1014,0,0,1,0,2,1,"TA",6,"Typ",0,NA,"Attchd",1956,"RFn",1,267,"TA","TA","Y",0,0,40,0,200,0,NA,"GdWo",NA,0,3,2008,"WD ","Normal",98000
"1208",1208,534400030,20,"RL",80,8700,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","TA","TA","Mn","ALQ",776,"Unf",0,344,1120,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1963,"RFn",2,525,"TA","TA","Y",192,20,123,0,0,0,NA,"MnPrv",NA,0,12,2008,"WD ","Normal",155000
"1213",1213,534403080,80,"RL",85,9350,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,8,1965,1999,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","Gd","PConc","TA","TA","Gd","ALQ",633,"Unf",0,586,1219,"GasA","Gd","Y","SBrkr",1265,0,0,1265,0,1,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1965,"RFn",2,502,"TA","TA","Y",0,92,0,96,0,0,NA,"MnPrv",NA,0,10,2008,"WD ","Normal",179900
"1216",1216,534426040,20,"RL",72,10007,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"GasA","Ex","Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,"Gd",5,"Typ",0,NA,"Attchd",1959,"RFn",1,312,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2008,"WD ","Normal",145500
"1219",1219,534428100,20,"RL",NA,11332,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1960,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",528,"Unf",0,590,1118,"GasA","Ex","Y","SBrkr",1118,0,0,1118,1,0,1,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1960,"RFn",1,264,"TA","TA","Y",290,0,0,0,0,0,NA,"MnPrv",NA,0,8,2008,"WD ","Normal",153000
"1221",1221,534451170,30,"RL",56,4130,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,6,1935,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,270,270,"GasA","Gd","Y","SBrkr",729,0,0,729,0,0,1,0,2,1,"TA",5,"Maj2",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",52000
"1227",1227,534477270,80,"RL",80,9600,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1996,"Hip","CompShg","AsbShng","AsbShng","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",831,"Unf",0,161,992,"GasA","Gd","Y","SBrkr",1661,0,0,1661,1,0,1,0,3,1,"Gd",8,"Typ",1,"TA","BuiltIn",1955,"RFn",1,377,"TA","TA","Y",0,28,0,0,178,0,NA,"MnPrv",NA,0,10,2008,"WD ","Normal",165500
"1228",1228,534479150,20,"RL",63,7584,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1Story",5,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",88,"TA","TA","CBlock","TA","TA","No","LwQ",531,"Unf",0,505,1036,"GasA","Ex","Y","SBrkr",1036,0,0,1036,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1953,"RFn",1,312,"TA","TA","Y",120,24,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD ","Normal",112900
"1231",1231,535105030,20,"RL",75,7875,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,"TA","TA","CBlock","TA","TA","No","Rec",572,"Unf",0,572,1144,"GasA","Gd","Y","SBrkr",1144,0,0,1144,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1961,"Unf",2,456,"TA","TA","Y",0,0,0,0,0,0,NA,"GdWo",NA,0,9,2008,"WD ","Normal",139950
"1235",1235,535150210,20,"RL",NA,7390,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",151,"TA","TA","CBlock","TA","TA","No","ALQ",902,"Unf",0,196,1098,"GasA","TA","Y","SBrkr",1098,0,0,1098,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1955,"Unf",1,260,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",135000
"1237",1237,535151160,20,"RL",70,7763,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1962,1980,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",504,"BLQ",108,319,931,"GasA","TA","Y","SBrkr",1283,0,0,1283,1,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1980,"Unf",2,506,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2008,"WD ","Normal",140000
"1244",1244,535180100,20,"RL",75,9464,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","BLQ",570,"Unf",0,510,1080,"GasA","Gd","Y","SBrkr",1080,0,0,1080,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1958,"Unf",1,288,"TA","TA","Y",0,0,0,0,130,0,NA,NA,NA,0,6,2008,"WD ","Normal",136000
"1247",1247,535302130,20,"RL",102,9373,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,1953,"Gable","CompShg","MetalSd","MetalSd","BrkFace",84,"TA","TA","CBlock","TA","TA","No","Rec",500,"LwQ",196,456,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,0,0,1,1,3,1,"TA",6,"Typ",0,NA,"Detchd",1971,"Unf",2,636,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",137500
"1255",1255,535375140,20,"RL",60,10122,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","N","SBrkr",869,0,0,869,0,0,1,0,1,1,"TA",3,"Typ",0,NA,"Detchd",1948,"Unf",1,390,"Fa","TA","N",0,0,66,0,0,0,NA,"GdPrv",NA,0,8,2008,"WD ","Normal",89900
"1259",1259,535380140,50,"RL",60,10836,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,5,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,892,892,"GasA","Ex","Y","SBrkr",1254,182,0,1436,0,1,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1968,"Unf",4,1488,"Fa","TA","N",0,0,100,0,0,0,NA,"GdWo",NA,0,6,2008,"WD ","Normal",139000
"1260",1260,535383100,190,"RL",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,7,1900,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","N","FuseA",694,600,0,1294,0,0,2,0,3,2,"TA",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",220,114,210,0,0,0,NA,NA,NA,0,8,2008,"WD ","Normal",106250
"1262",1262,535403010,20,"RL",78,10180,"Pave",NA,"IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",744,"Unf",0,168,912,"GasA","TA","Y","SBrkr",1044,0,0,1044,0,1,1,1,3,1,"TA",5,"Typ",1,"Fa","Attchd",1990,"Fin",2,372,"TA","TA","Y",200,48,0,0,0,0,NA,"GdWo","Shed",450,6,2008,"WD ","Normal",139000
"1268",1268,535451050,20,"RL",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,1951,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Fa","TA","No","LwQ",432,"Unf",0,444,876,"GasA","TA","Y","SBrkr",876,0,0,876,0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",1972,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD ","Abnorml",94000
"1286",1286,902102060,70,"RM",60,10440,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1904,2002,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,650,650,"GasA","Gd","Y","SBrkr",958,581,0,1539,0,0,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd",1983,"Unf",2,686,"Gd","TA","P",70,78,68,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",157500
"1287",1287,902103150,50,"RM",57,9184,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,1948,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","SBrkr",948,375,0,1323,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1948,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",122600
"1295",1295,902109160,50,"RM",81,7308,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,5,1920,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"Fa","Fa","BrkTil","TA","TA","No","Rec",360,"Unf",0,576,936,"GasA","Gd","N","FuseA",960,780,0,1740,0,0,1,0,2,1,"Ex",6,"Typ",1,"Gd","Detchd",1920,"Unf",1,225,"Fa","Fa","N",0,0,236,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",122250
"1297",1297,902128150,190,"RM",60,10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",6,6,1940,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",590,"Unf",0,294,884,"GasA","TA","Y","SBrkr",884,552,0,1436,0,0,2,0,3,2,"TA",8,"Typ",2,"Gd","Detchd",1940,"Unf",2,828,"TA","TA","Y",0,0,126,0,0,0,NA,NA,NA,0,5,2008,"Con","Normal",155000
"1303",1303,902205070,20,"RM",62,7311,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",2,5,1946,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,407,407,"GasA","TA","N","FuseA",407,0,0,407,0,0,1,0,1,1,"TA",3,"Typ",0,NA,"Detchd",1949,"Unf",1,297,"Fa","TA","Y",76,0,120,0,0,0,NA,NA,NA,0,3,2008,"WD ","Abnorml",46500
"1308",1308,902300110,190,"RM",69,9142,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",5,5,1900,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","BrkTil","Fa","TA","No","Unf",0,"Unf",0,797,797,"GasA","TA","N","FuseA",830,797,0,1627,0,0,2,0,4,2,"TA",10,"Typ",0,NA,"Detchd",1950,"Unf",2,420,"Fa","Po","N",192,0,60,0,0,0,NA,NA,NA,0,2,2008,"WD ","Normal",139500
"1310",1310,902300260,75,"RM",53,5350,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",7,8,1920,1965,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",116,"Unf",0,508,624,"GasA","Ex","Y","SBrkr",730,720,0,1450,0,0,1,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1935,"Unf",1,288,"TA","TA","Y",0,192,0,0,0,0,NA,"MnPrv",NA,0,3,2008,"WD ","Normal",132000
"1311",1311,902301140,70,"RM",34,4571,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,5,1916,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,624,624,"GasA","Fa","N","SBrkr",624,720,0,1344,0,0,1,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1916,"Unf",3,513,"Fa","Fa","Y",0,0,96,0,0,0,NA,NA,NA,0,5,2008,"COD","Abnorml",98000
"1319",1319,902330010,70,"RM",50,5250,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,5,1872,1987,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","BrkTil","TA","Fa","No","LwQ",259,"Unf",0,425,684,"OthW","Fa","N","SBrkr",938,1215,205,2358,0,0,2,0,4,1,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,54,20,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal",122000
"1322",1322,902402260,70,"RM",60,11340,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",2,1,1920,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"Fa","Fa","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,723,723,"GasA","TA","N","SBrkr",723,363,0,1086,0,0,1,0,2,1,"TA",5,"Maj1",0,NA,"Detchd",1920,"Unf",2,400,"Fa","Po","N",0,24,144,0,0,0,NA,NA,NA,0,11,2008,"ConLD","Normal",55000
"1324",1324,902406020,20,"RM",65,9750,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,6,1959,1959,"Gable","CompShg","MetalSd","MetalSd","BrkFace",164,"TA","TA","CBlock","TA","TA","No","Rec",200,"Unf",0,784,984,"GasA","Gd","Y","SBrkr",984,0,0,984,1,0,1,0,2,1,"Fa",5,"Typ",0,NA,"Detchd",1959,"Unf",1,308,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",110000
"1326",1326,902427045,20,"RM",70,12702,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","PConc",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Gd","Y","FuseA",882,0,0,882,0,0,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1956,"Unf",1,308,"TA","TA","Y",0,45,0,0,0,0,NA,NA,NA,0,12,2008,"WD ","Normal",97000
"1327",1327,902427150,20,"RM",52,8516,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1958,2006,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,869,869,"GasA","TA","Y","SBrkr",1093,0,0,1093,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1959,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",115500
"1332",1332,903225050,45,"RM",50,6130,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf",5,6,1924,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",784,"Unf",0,0,784,"GasA","Gd","Y","SBrkr",784,0,0,784,1,0,1,0,2,1,"Gd",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,116,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",109500
"1337",1337,903227080,50,"RM",50,6000,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,862,862,"GasA","TA","Y","SBrkr",950,208,0,1158,0,0,1,0,3,1,"TA",5,"Typ",1,"Gd","BuiltIn",1929,"RFn",1,208,"TA","TA","Y",0,0,112,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",120000
"1340",1340,903228090,45,"RM",50,5000,"Pave",NA,"Reg","Bnk","AllPub","Inside","Mod","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,992,992,"GasA","Ex","Y","SBrkr",1013,0,0,1013,0,0,1,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1926,"Unf",1,160,"Fa","TA","Y",0,0,101,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",113000
"1342",1342,903230120,20,"RM",99,5940,"Pave",NA,"IR1","Lvl","AllPub","FR3","Gtl","BrkSide","Feedr","Norm","1Fam","1Story",4,7,1946,1950,"Gable","CompShg","MetalSd","CBlock","None",0,"TA","TA","PConc","","","","",NA,"",NA,NA,NA,"GasA","TA","Y","FuseA",896,0,0,896,NA,NA,1,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1946,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,4,2008,"ConLD","Abnorml",79000
"1345",1345,903232090,50,"RM",52,6240,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1078,1078,"GasA","TA","Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,360,"TA","TA","P",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",162900
"1347",1347,903234090,70,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,5,1923,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","LwQ",203,"Unf",0,897,1100,"GasA","TA","Y","SBrkr",1226,676,0,1902,0,0,2,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1960,"Unf",2,576,"TA","TA","Y",0,139,55,0,0,0,NA,NA,NA,0,10,2008,"WD ","Normal",123500
"1348",1348,903234100,50,"RM",51,6120,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",7,5,1931,1950,"Gable","CompShg","BrkFace","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,952,952,"GasA","Gd","Y","FuseF",1022,752,0,1774,0,0,2,0,2,2,"TA",8,"Min1",2,"TA","Detchd",1931,"Unf",2,468,"Fa","TA","Y",90,0,205,0,0,0,NA,NA,NA,0,4,2008,"WD ","Abnorml",129900
"1349",1349,903235010,70,"RM",60,6155,"Pave",NA,"IR1","Lvl","AllPub","FR3","Gtl","BrkSide","RRNn","Feedr","1Fam","2Story",6,8,1920,1999,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Fa","Fa","Mn","Unf",0,"Unf",0,611,611,"GasA","Ex","Y","SBrkr",751,611,0,1362,0,0,2,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Fin",2,502,"TA","Fa","Y",0,0,84,0,0,0,NA,NA,NA,0,6,2008,"WD ","Normal",128000
"1350",1350,903235100,30,"RM",60,6324,"Pave",NA,"IR1","Lvl","AllPub","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,520,520,"GasA","Fa","N","SBrkr",520,0,0,520,0,0,1,0,1,1,"Fa",4,"Typ",0,NA,"Detchd",1920,"Unf",1,240,"Fa","TA","Y",49,0,87,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",68500
"1352",1352,903400180,50,"RL",64,13053,"Pave","Pave","Reg","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1923,2000,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,833,833,"GasA","Gd","Y","SBrkr",1053,795,0,1848,0,0,1,1,4,1,"Gd",8,"Typ",1,"Gd","Detchd",1922,"Unf",2,370,"TA","TA","N",0,0,0,0,220,0,NA,NA,NA,0,6,2008,"WD ","Normal",207000
"1355",1355,903401050,50,"RL",NA,9144,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1940,1982,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",399,"Unf",0,484,883,"GasA","Gd","Y","SBrkr",988,517,0,1505,1,0,1,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",145000
"1358",1358,903427090,70,"RM",NA,5100,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",8,7,1925,1996,"Hip","CompShg","Stucco","Wd Shng","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,588,588,"GasA","Fa","Y","SBrkr",833,833,0,1666,0,0,1,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1925,"Unf",1,228,"TA","TA","Y",192,63,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD ","Normal",161000
"1363",1363,903455030,50,"RM",NA,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1915,1978,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,880,880,"GasA","Gd","Y","SBrkr",880,428,0,1308,0,0,2,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1950,"Unf",2,400,"Fa","Fa","Y",0,0,117,0,0,0,NA,NA,NA,0,4,2008,"WD ","Normal",120000
"1364",1364,903455140,30,"RM",60,7200,"Pave",NA,"Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,7,1925,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1040,1040,"GasA","Gd","Y","SBrkr",1040,0,0,1040,0,0,1,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1993,"Unf",2,320,"TA","TA","Y",0,132,0,0,0,0,NA,NA,NA,0,7,2008,"WD ","Normal",127500
"1365",1365,903456130,50,"RM",62,7006,"Pave",NA,"Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1925,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","PConc","TA","TA","No","Rec",121,"Unf",0,647,768,"GasA","TA","Y","SBrkr",788,448,0,1236,1,0,2,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1985,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,8,2008,"WD ","Family",127000
"1370",1370,903481100,190,"RM",60,10320,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","2fmCon","2Story",3,3,1915,1950,"Gable","CompShg","AsphShn","AsphShn","None",0,"Fa","Fa","PConc","TA","Fa","No","Unf",0,"Unf",0,536,536,"GasA","Ex","N","FuseF",808,536,0,1344,0,0,2,0,3,2,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",42,0,204,0,0,0,NA,NA,NA,0,5,2008,"WD ","Normal",82375
